95ecb448-3c1f-4145-8565-4f6d51beb62c,dcterms:license,http://creativecommons.org/licenses/by/4.0/deed.en_US,337252
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,"HYOPLASTRON FRAG,COSTAL FRAGS",1
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,L DENTARY W P2-M3,23
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:preparations,"L DENTARY P/3-M/1-M/2-M/3, TRIGONID M/4",1
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:preparations,L JAW | Cast,17
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,L PUBIS,26
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:preparations,M/1?,1
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,R P2/,65
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Paratype of Eleutherodactylus eileenae,61
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,ulna and radius frags,1
0220907a-0463-4ae0-8a0b-77f5e80fff40,typestatus,type,47
5ab348ab-439a-4697-925c-d6abe0c09b92,dcterms:language,,477668
7ae4d15d-62e2-459b-842a-446f921b9d3f,taxonomicstatus,,61422
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:nomenclaturalCode,,99463
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:preparations,UPPER MOLAR FRAGS,3
81316846-80cb-4913-8941-b31537761eb0,dwc:preparations,partial prootic,14
40250f4d-7aa6-4fcc-ac38-2868fa4846bd,dwc:geodeticDatum,NAD83,550
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,right i/1,3
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:preparations,R P2/-M1/,4
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:preparations,"JAW, R M2/-M3/",2
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,P/2,2
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of chiropterotriton chondrostega terrestris,3
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:island,Sao Miguel,198
