40250f4d-7aa6-4fcc-ac38-2868fa4846bd,dwc:reproductiveCondition,"fl,fr",601
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:preparations,skeleton (dry); tissue (frozen: vapor phase nitrogen); flat skin (dry); spread wing (dry); tissue (frozen: vapor phase nitrogen),1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Paratype of Nannothrissa stewarti,2
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,holotype of tersina viridis grisescens,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:island,Matinicus,12
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of typhlops tovelli,1
6c6f34ed-58a4-4ba2-b9c7-34524f79a349,dwc:country,Argentina,430
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:preparations,tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); partial skin (dry); spread wing (dry); tissue (frozen: vapor phase nitrogen),66
6c6f34ed-58a4-4ba2-b9c7-34524f79a349,dwc:country,Panama,669
6c6f34ed-58a4-4ba2-b9c7-34524f79a349,dwc:waterBody,South Pacific Ocean,236
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:day,15,572
81316846-80cb-4913-8941-b31537761eb0,dwc:day,14,765
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:country,China,389
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:preparations,PARTIAL HORN CORES & OCCIPITAL,1
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,PHALANX 1,143
d621e959-2633-4ec1-a2a2-5d97cd818b47,dwc:georeferenceVerificationStatus,,76804
0d05a365-36e8-4150-a350-23ed33f79b17,dwc:verbatimSRS,,2412
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,R MAXILLA,83
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,ungual phalanges,6
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,R PARIETAL,22
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,PODIALS,135
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,vertebrae & bone frags,1
9e66257f-21a9-491a-ac23-06b7b62ceeb7,dwc:waterBody,,22851
879d475f-4b76-4d18-8cf6-a7e5a6d44926,dwc:month,5,2547
879d475f-4b76-4d18-8cf6-a7e5a6d44926,dwc:month,6,2698
667c2736-bcd3-4a6a-abf4-db5d2dc815c4,taxonrank,species,16796
879d475f-4b76-4d18-8cf6-a7e5a6d44926,dwc:preparations,vial EtOH,1100
40250f4d-7aa6-4fcc-ac38-2868fa4846bd,dwc:lifeStage,Flowers,12
db3181c9-48dd-489f-96ab-a5888f5a938c,dwc:preparations,100% prepped - 175,4
db3181c9-48dd-489f-96ab-a5888f5a938c,dwc:preparations,research ready - 37,2
e27f0218-47e0-41bc-9086-9d9169096e90,taxonrank,species,13455
db3181c9-48dd-489f-96ab-a5888f5a938c,dwc:countryCode,CA,68
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,posterior tooth,16
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,dorsal vertebra fragment,10
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,clavicle fragment,53
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,tooth base,1
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,pelvis fragments,10
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,"spine fragment, toe bones (10)",1
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,ulna (shaft),1
e27f0218-47e0-41bc-9086-9d9169096e90,dwc:behavior,,19541
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:georeferenceVerificationStatus,,70447
62c310ac-e1ff-47bc-860d-0471a84ed0d3,taxonomicstatus,,63584
1ba0bbad-28a7-4c50-8992-a028f79d1dc5,dwc:month,10,8679
0e162e0a-bf3e-4710-9357-44258ca12abb,dwc:typeStatus,paratype,74
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Additional Material of Teredo clappi,5
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Genetic Voucher of Petropedetes palmipes| Genetic Voucher of Petropedetes palmipes,4
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Syntype of Anolis conspersus,72
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Paratype of Agama mossambica montana,41
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paralectotype of cystaster granulatus| paralectotype of hemicystites granulatus,2
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:preparations,whole animal (miscellaneous); chromosome squash (microscope slide); whole animal (cleared and stained),3
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,syntype of formica microgyna californica,3
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of anthomyza shewelli,6
b1f0612a-bc21-424f-b9c1-3bba69ad4f54,dwc:country,Argentina,1184
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Paratype of Leiocephalus psammodromus mounax,33
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:countryCode,KM,66
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Syntype of Formica foreliana| Paralectotype of Formica foreliana,3
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Lectotype of Gambusia puncticulata| Lectotype of Gambusia puncticulata,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:preparations,partial animal (carded); partial animal: body (pinned),1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of trachymyrmex nogalensis,3
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of hypselaster perplexus,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Paratype of Lycaena dorcas var. dosPassosi,2
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,holotype of ameiva taeniura vafra,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,voucher of heliaster helianthus,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of gerrhosaurus flavigularis fitzsimonsi,11
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Holotype of Modisimus concolor,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of emoia mivarti fuscolineata,19
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:island,Great Corn,32
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Paratype of Eleutherodactylus ruthae aporostegus,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Voucher of Cyclosa conica,10
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,syntype of anolis scriptus scriptus,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,voucher of hypoplectrus indigo,5
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:preparations,partial skeleton (70% ethanol),4
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,type of poecilus subcordatus,7
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:preparations,spread wing (dry); partial skin (dry); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen),1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Holotype of Astrodendrum pustulatum,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,voucher of ommastrephes bartramii,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Lectotype of Agromyza melampyga,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,type of sciophila onusta,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,syntype of pristurus carteri tuberculatus,2
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,syntype of cyclostoma bicolor,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Genetic Voucher of Eoperipatus cf. horsti| Voucher of Eoperipatus horsti,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of cotinusa bryantae,4
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,holotype of helicostyla fulgetrum gigantea,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Paratype of Ptychotrema kasuloi,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Paratype of Arachnomura adfectuosa,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Holotype of Paraphytoseius santurcensis,1
1ba0bbad-28a7-4c50-8992-a028f79d1dc5,dwc:preparations,PREP - 37,427
1ba0bbad-28a7-4c50-8992-a028f79d1dc5,dwc:country,HAITI,33
1ba0bbad-28a7-4c50-8992-a028f79d1dc5,dwc:continent,ASIA,153
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:preparations,skin (dry); skeleton (dry); DNA (frozen); tissue (ethanol); tissue (ethanol); tissue (ethanol); DNA (frozen) sample,3
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of nesopoma galathea,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Paratype of Urocoptis soluta,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,syntype of sistrum striatum,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,holotype of conus pusillus,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Type of Epeira meekii,4
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,syntype of chelanops latus,3
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,syntype of malletia peruviana,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,syntype of cyclostoma sordida,1
d11f19ae-e946-4a0e-83e5-2052ae8cca62,dwc:continent,Europe,868
d11f19ae-e946-4a0e-83e5-2052ae8cca62,dwc:preparations,"fossil specimen, 29",10
95ecb448-3c1f-4145-8565-4f6d51beb62c,typestatus,plastotype,13
41b119de-f745-482d-be42-a0155bc76e5d,dwc:waterBody,Mediterranean,8
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:preparations,partial animal (RNAlater); partial animal (95% ethanol),22
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:preparations,whole animal (pinned); whole animal (pointed); whole animal (pointed),19
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Neotype of Protereisma arcuatum,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Syntype of Diplomorium lujae,7
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Figured of Vanessa atalanta,1
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,THIN SECTION,29
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,periotic,20
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,L DENTARY w/ m1,3
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,dP4/,9
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,HYOIDS ?,2
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:preparations,"2 M2/, 1 M/2",1
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,r DP3/,3
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,molar trigonid,6
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,voucher of dialictus sp.,5
6c6f34ed-58a4-4ba2-b9c7-34524f79a349,typestatus,syntype; syntype; lectotype; holotype,1
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:country,Spain,168
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,"epiplastron, juvenile, hatchling-sized",1
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,ulna fragment,21
