0220907a-0463-4ae0-8a0b-77f5e80fff40,dwc:continent,Europe,2977
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:month,4,6290
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:preparations,whole animal (ethanol); whole animal (miscellaneous),10489
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:islandGroup,Coronados Islands,4
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:country,Italy,4986
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,holotype of cinclus rivularis,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,holotype of ophiocormus notabilis,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,voucher of odiellus troguloides,1
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:preparations,L DP4/,102
d621e959-2633-4ec1-a2a2-5d97cd818b47,taxonomicstatus,doubtful,1747
f9a33279-d6ba-41c7-a511-ef6adfcb6e20,dwc:day,26,5023
db3181c9-48dd-489f-96ab-a5888f5a938c,taxonrank,genus,11147
6c6f34ed-58a4-4ba2-b9c7-34524f79a349,dwc:country,China,2022
6c6f34ed-58a4-4ba2-b9c7-34524f79a349,dwc:country,Galapagos Islands,1574
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,"pathologic ant plastron, nuchal, peripheral 1",1
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,P3/,583
40250f4d-7aa6-4fcc-ac38-2868fa4846bd,dwc:country,Argentina,2600
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:preparations,"L JAW, P/3-P/4-M/1, _ M/2; R JAW, P/3; ASSOCIATED",1
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,r navicular,2
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,INCOMPL VERTEBRAL COLUMN,2
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:verbatimSRS,,502338
40250f4d-7aa6-4fcc-ac38-2868fa4846bd,dwc:sex,,234706
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:taxonomicStatus,,1918992
1c8d18f4-5af2-4d86-98d2-8a5ed06456e2,dwc:month,,6026
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,MAXILLA FRAG,431
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:preparations,L JAW,169
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,horn core frag,4
81316846-80cb-4913-8941-b31537761eb0,dwc:preparations,associated skeletal elements,20
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,R MX,27
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,R METATARSAL 3,18
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:preparations,COMPOSITE TEETH | Cast,1
b26fa674-6300-4ea0-a8e3-fc0ce32b5226,dwc:month,7,19
b26fa674-6300-4ea0-a8e3-fc0ce32b5226,dwc:sex,,62149
879d475f-4b76-4d18-8cf6-a7e5a6d44926,dwc:day,16,637
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:preparations,squamosal,46
6c6f34ed-58a4-4ba2-b9c7-34524f79a349,dwc:preparations,Microslide; Microslide,28
6c6f34ed-58a4-4ba2-b9c7-34524f79a349,dwc:preparations,Thin section with remnant; Peel with remnant,53
6c6f34ed-58a4-4ba2-b9c7-34524f79a349,dwc:islandGroup,Taumotu Islands,2
2c2cc29c-3572-4568-a129-c8cbec34ccbe,taxonrank,species,6404
2c2cc29c-3572-4568-a129-c8cbec34ccbe,dwc:country,SAMOA,15
1ba0bbad-28a7-4c50-8992-a028f79d1dc5,taxonrank,genus,80058
2c2cc29c-3572-4568-a129-c8cbec34ccbe,dwc:preparations,,8982
667c2736-bcd3-4a6a-abf4-db5d2dc815c4,dwc:country,Argentina,89
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,tooth plates,14
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,dentary fragment w/ p4-m2,32
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,i1 or i2,27
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,Mx fragment,76
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,mounted and restored skeleton,1
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,"metapodials III and IV, shaft fragment",1
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,"cheek teeth, adjacent",1
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,dermal bone fragments,5
84c24d87-e4ad-4165-8e86-5ae1a249c196,dwc:preparations,upper cheek tooth frag.,5
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Paratype of Stenotabanus pequeniensis,4
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of anolis distichus vinosus,21
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:island,Busuanga Island,20
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Holotype of Strix virgata tamaulipensis,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:preparations,whole animal (formalin); tissue (DMSO); tissue (DMSO),2
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of leiocephalus schreibersi nesomorus,41
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Holotype of Acrophyllum ellipticum| Voucher of Acrophyllum ellipticum,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Voucher of Gomphoceras angustum| Holotype of Gomphoceras angustum,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,syntype of testudo tornieri,2
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of bufo mazatlanensis nayaritensis,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,holotype of hypsicomus circumspiciens,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:island,Swan,40
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Paratype of Candoia carinata paulsoni| Paratype of Enygrus carinatus paulsoni,16
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,syntype of cambarus simulans,2
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:preparations,artifact (dry),172
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,syntype of hygroceleuthus idahoensis,6
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,voucher of metoicoceras swallovi,5
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,additional material of holcacephalus (hardyoides) glabrus,8
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,genetic voucher of craterostigmus crabilli,21
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:island,Wallis And Futuna,18
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,holotype of temnothorax coleenae,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Type of Argyra nigripes,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Additional Material of Nototeredo knoxi,8
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:waterBody,Arctic Sea,54
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Holotype of Saltator maculipectus,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paralectotype of chrysogaster ustulata,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Additional Material of Micrathena decorata,2
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,holotype of pipunculus nitidiventris,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,voucher of alcyonium rubistella,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,holotype of hyla bambusicola,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,syntype of pælopatides agassizii,3
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Holotype of Saropogon adustus,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Figured of Ceratites simplex,3
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,syntype of cyprinella ludibunda| paralectotype of cyprinella ludibunda,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Syntype of Salenia miliaris,9
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of vitraria clarescens,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of clypeaster chesheri,8
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,voucher of alifera expansa,5
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,voucher of polymetme thaeocoryla| genetic voucher of polymetme thaeocoryla| genetic voucher of polymetme thaeocoryla| genetic voucher of polymetme thaeocoryla,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Paratype of Etmopterus robinsi,2
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,syntype of helix stabilis,3
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of strophocheilus pudicus roseolabris,1
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,paratype of liguus crenatus floridanus,12
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:typeStatus,Paratype of Cesonia classica,2
271a9ce9-c6d3-4b63-a722-cb0adc48863f,typestatus,lectotype of cyclostoma cinclidodes,1
